sender_id,recipient_id,amount,date,full_recipient_name,telephone,email,city,country,promotion_id,promotion,responded,android,desktop,iphone
431,472,$62.40,2022-05-21,Colby Baxter,584-747-3867,Colby.Baxter@example.com,Los Angeles,USA,,,,Yes,No,No
401,478,$15.72,2023-06-06,Alejandro Ali,685-467-9906,Alejandro.Ali@example.com,San Francisco,USA,,,,No,Yes,No
177,480,$34.74,2022-07-11,Abu Miranda,615-102-4849,Abu.Miranda@example.com,Los Angeles,USA,,,,No,Yes,Yes
251,481,$12.91,2022-10-24,Sophia Randolph,972-667-2372,Sophia.Randolph@example.com,New York,USA,,,,Yes,No,Yes
712,482,$42.82,2024-03-18,Ahmad Patrick,875-486-1626,Ahmad.Patrick@example.com,Toronto,Canada,,,,Yes,No,Yes
61,487,$6.81,2022-12-09,Bernard Moran,863-265-3242,Bernard.Moran@example.com,San Francisco,USA,,,,No,No,Yes
459,489,$36.37,2022-10-17,Khadija Dunlap,752-472-1641,Khadija.Dunlap@example.com,San Francisco,USA,115,Gatorade,YES,Yes,Yes,No
28,491,$87.13,2022-09-06,Ehsan Anthony,364-687-4749,Ehsan.Anthony@example.com,San Francisco,USA,,,,No,Yes,No
656,493,$4.70,2023-11-26,Jazmine Harper,956-324-6086,Jazmine.Harper@example.com,Los Angeles,USA,,,,No,Yes,Yes
370,494,$4.18,2023-10-08,Bryan Caldwell,161-104-1451,Bryan.Caldwell@example.com,San Francisco,USA,,,,No,Yes,No
835,501,$34.41,2023-07-10,Nannie Carr,175-709-3929,Nannie.Carr@example.com,San Francisco,USA,,,,Yes,Yes,No
289,503,$27.73,2024-03-02,Jim Moses,560-446-1279,Jim.Moses@example.com,London,United Kingdom,86,Pepsi,YES,No,No,Yes
211,505,$71.72,2024-04-10,Bessie Conley,128-912-7282,Bessie.Conley@example.com,London,United Kingdom,,,,No,No,Yes
748,506,$37.89,2023-10-31,Jude Manning,705-992-3397,Jude.Manning@example.com,New York,USA,,,,Yes,Yes,Yes
984,509,$42.70,2023-04-06,Lukas Howard,846-508-8212,Lukas.Howard@example.com,Chicago,USA,,,,Yes,Yes,No
875,512,$51.64,2024-03-01,Khadijah Little,258-211-4243,Khadijah.Little@example.com,San Diego,USA,,,,Yes,No,Yes
961,515,$61.90,2022-08-25,Gerald Carver,658-867-4112,Gerald.Carver@example.com,Los Angeles,USA,,,,No,Yes,No
374,515,$78.10,2022-11-18,Gerald Carver,658-867-4112,Gerald.Carver@example.com,Los Angeles,USA,,,,No,Yes,No
430,518,$40.34,2022-03-02,Mabel Pace,752-347-2146,Mabel.Pace@example.com,Los Angeles,USA,,,,No,Yes,Yes
444,520,$58.61,2024-02-28,Henry Holloway,760-481-5035,Henry.Holloway@example.com,San Francisco,USA,,,,No,Yes,No
582,521,$7.40,2023-02-17,Khalid Mclaughlin,140-879-1467,Khalid.Mclaughlin@example.com,San Francisco,USA,,,,Yes,No,No
543,523,$74.24,2024-03-16,Ameera Kirby,611-776-9890,Ameera.Kirby@example.com,London,United Kingdom,,,,Yes,Yes,No
349,528,$27.28,2023-04-06,Md Booker,544-944-1609,Md.Booker@example.com,New York,USA,,,,Yes,Yes,No
936,530,$25.90,2022-07-30,Isobelle Davidson,237-295-4490,Isobelle.Davidson@example.com,San Francisco,USA,5,Pepsi,YES,No,No,Yes
926,531,$70.47,2022-01-07,Jake Salazar,250-705-1154,Jake.Salazar@example.com,San Francisco,USA,,,,Yes,No,No
289,535,$16.33,2022-06-08,Carolyn Pittman,451-215-7038,Carolyn.Pittman@example.com,New York,USA,,,,Yes,No,No
919,538,$23.74,2022-02-18,Tristan Valdez,109-614-1639,Tristan.Valdez@example.com,Los Angeles,USA,72,Dove,YES,Yes,No,Yes
58,538,$5.95,2024-03-24,Tristan Valdez,109-614-1639,Tristan.Valdez@example.com,Los Angeles,USA,72,Dove,YES,Yes,No,Yes
328,538,$33.17,2023-12-15,Tristan Valdez,109-614-1639,Tristan.Valdez@example.com,Los Angeles,USA,72,Dove,YES,Yes,No,Yes
706,540,$14.05,2023-10-24,Savannah Boone,159-573-6793,Savannah.Boone@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
973,540,$43.94,2022-11-08,Savannah Boone,159-573-6793,Savannah.Boone@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
768,543,$41.86,2023-10-04,Esme Krueger,173-138-2227,Esme.Krueger@example.com,Toronto,Canada,,,,Yes,No,Yes
124,546,$7.10,2023-08-26,Lenny Patrick,109-247-6898,Lenny.Patrick@example.com,San Francisco,USA,,,,Yes,No,Yes
374,554,$20.62,2024-02-22,Tyrell Holman,582-574-4299,Tyrell.Holman@example.com,San Francisco,USA,,,,No,Yes,Yes
590,555,$45.29,2023-08-20,Ammar Floyd,960-107-6796,Ammar.Floyd@example.com,New York,USA,93,Dove,YES,No,Yes,Yes
583,555,$18.98,2023-03-19,Ammar Floyd,960-107-6796,Ammar.Floyd@example.com,New York,USA,93,Dove,YES,No,Yes,Yes
879,556,$63.95,2022-11-17,Zayn Webb,561-761-7547,Zayn.Webb@example.com,New York,USA,109,Gatorade,NO,Yes,Yes,No
979,561,$44.62,2022-06-13,Miya Warner,204-288-1980,Miya.Warner@example.com,Los Angeles,USA,,,,No,Yes,No
337,561,$25.98,2023-04-16,Miya Warner,204-288-1980,Miya.Warner@example.com,Los Angeles,USA,,,,No,Yes,No
209,563,$7.57,2023-10-29,Safaa Sharpe,648-955-3738,Safaa.Sharpe@example.com,San Francisco,USA,,,,No,Yes,No
743,563,$57.21,2024-01-13,Safaa Sharpe,648-955-3738,Safaa.Sharpe@example.com,San Francisco,USA,,,,No,Yes,No
224,564,$66.46,2023-06-16,Craig Mcknight,634-813-9351,Craig.Mcknight@example.com,Chicago,USA,78,Oreo,YES,Yes,Yes,No
494,568,$44.81,2022-06-08,Zaki Mcpherson,344-278-2013,Zaki.Mcpherson@example.com,San Francisco,USA,,,,Yes,Yes,No
965,571,$7.81,2022-01-17,Keelan Thompson,254-156-9308,Keelan.Thompson@example.com,San Francisco,USA,,,,No,Yes,Yes
144,575,$29.51,2022-10-17,Casper Padilla,823-261-2968,Casper.Padilla@example.com,San Francisco,USA,,,,Yes,No,Yes
429,579,$9.21,2024-01-06,Sufyaan Castillo,412-479-8766,Sufyaan.Castillo@example.com,Montreal,Canada,,,,Yes,Yes,No
454,588,$9.33,2022-03-18,Miranda Cain,377-263-6278,Miranda.Cain@example.com,Los Angeles,USA,,,,No,Yes,No
108,592,$35.97,2023-10-23,Jamil Shepherd,298-276-5058,Jamil.Shepherd@example.com,Toronto,Canada,,,,Yes,Yes,Yes
108,592,$3.86,2023-08-15,Jamil Shepherd,298-276-5058,Jamil.Shepherd@example.com,Toronto,Canada,,,,Yes,Yes,Yes
980,593,$53.68,2023-10-24,Danyal Lang,629-875-4423,Danyal.Lang@example.com,Toronto,Canada,53,Gatorade,NO,No,Yes,Yes
147,593,$6.14,2023-02-22,Danyal Lang,629-875-4423,Danyal.Lang@example.com,Toronto,Canada,53,Gatorade,NO,No,Yes,Yes
118,595,$42.37,2023-05-22,Archie Gregory,945-301-2904,Archie.Gregory@example.com,San Diego,USA,,,,Yes,Yes,No
710,595,$8.35,2023-03-22,Archie Gregory,945-301-2904,Archie.Gregory@example.com,San Diego,USA,,,,Yes,Yes,No
64,598,$11.55,2023-03-11,Monica Bruce,302-368-5572,Monica.Bruce@example.com,Los Angeles,USA,,,,No,No,Yes
274,598,$19.29,2023-12-16,Monica Bruce,302-368-5572,Monica.Bruce@example.com,Los Angeles,USA,,,,No,No,Yes
472,600,$18.59,2022-11-29,Bill Jacobs,279-704-9018,Bill.Jacobs@example.com,San Francisco,USA,,,,Yes,No,No
770,602,$4.46,2023-07-18,Jazmin Lopez,116-866-3838,Jazmin.Lopez@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
857,603,$46.99,2023-04-04,Bilal Shaffer,308-774-7278,Bilal.Shaffer@example.com,San Diego,USA,,,,No,Yes,No
387,605,$10.90,2022-06-15,Earl Hobbs,916-866-7237,Earl.Hobbs@example.com,New York,USA,,,,No,Yes,No
617,607,$22.93,2023-01-08,Bibi Roberts,631-796-8801,Bibi.Roberts@example.com,New York,USA,117,Kraft Cheese,YES,Yes,No,No
833,607,$47.77,2023-01-19,Bibi Roberts,631-796-8801,Bibi.Roberts@example.com,New York,USA,117,Kraft Cheese,YES,Yes,No,No
409,607,$27.24,2024-04-26,Bibi Roberts,631-796-8801,Bibi.Roberts@example.com,New York,USA,117,Kraft Cheese,YES,Yes,No,No
146,615,$4.93,2023-04-21,Katelyn Collins,878-870-9506,Katelyn.Collins@example.com,San Diego,USA,,,,Yes,No,No
440,615,$10.46,2022-09-10,Katelyn Collins,878-870-9506,Katelyn.Collins@example.com,San Diego,USA,,,,Yes,No,No
264,620,$47.19,2023-01-12,Neo Lara,276-319-4768,Neo.Lara@example.com,Toronto,Canada,14,Dove,YES,Yes,No,Yes
65,620,$19.91,2024-01-01,Neo Lara,276-319-4768,Neo.Lara@example.com,Toronto,Canada,14,Dove,YES,Yes,No,Yes
63,621,$22.57,2022-11-20,Kiana Carter,219-142-7516,Kiana.Carter@example.com,San Diego,USA,,,,No,No,Yes
965,624,$31.37,2023-05-23,Nia Adams,520-550-1148,Nia.Adams@example.com,San Diego,USA,,,,Yes,Yes,Yes
286,640,$53.81,2022-08-26,Nadia Wyatt,277-573-9871,Nadia.Wyatt@example.com,San Diego,USA,,,,Yes,Yes,Yes
193,647,$43.57,2023-08-08,Jaxson Moss,499-701-5813,Jaxson.Moss@example.com,San Francisco,USA,,,,Yes,No,Yes
954,647,$51.72,2024-01-10,Jaxson Moss,499-701-5813,Jaxson.Moss@example.com,San Francisco,USA,,,,Yes,No,Yes
973,648,$20.26,2023-07-03,Luna Levy,855-484-1981,Luna.Levy@example.com,San Francisco,USA,,,,Yes,Yes,Yes
769,648,$48.39,2024-01-03,Luna Levy,855-484-1981,Luna.Levy@example.com,San Francisco,USA,,,,Yes,Yes,Yes
820,648,$62.17,2022-06-09,Luna Levy,855-484-1981,Luna.Levy@example.com,San Francisco,USA,,,,Yes,Yes,Yes
878,655,$49.35,2023-02-17,Hari Everett,487-669-8884,Hari.Everett@example.com,San Francisco,USA,,,,No,Yes,Yes
979,656,$6.39,2022-08-25,Tomos Velez,233-661-3978,Tomos.Velez@example.com,Los Angeles,USA,83,RedBull,YES,Yes,Yes,No
879,657,$13.23,2024-04-08,Abu Delacruz,401-411-2184,Abu.Delacruz@example.com,New York,USA,,,,Yes,No,Yes
345,658,$33.28,2024-02-28,Syeda Calhoun,738-680-1717,Syeda.Calhoun@example.com,Chicago,USA,,,,No,Yes,No
970,660,$82.99,2023-01-25,Zayn Kaufman,893-890-8415,Zayn.Kaufman@example.com,Chicago,USA,,,,No,Yes,Yes
907,660,$60.75,2023-06-26,Zayn Kaufman,893-890-8415,Zayn.Kaufman@example.com,Chicago,USA,,,,No,Yes,Yes
74,664,$31.96,2023-07-31,Zara Oconnell,543-537-6044,Zara.Oconnell@example.com,Toronto,Canada,,,,Yes,No,No
255,668,$52.93,2023-11-24,Joshua Bonner,550-710-1849,Joshua.Bonner@example.com,San Francisco,USA,,,,No,Yes,No
885,670,$18.73,2022-09-01,Jacob Patton,914-260-3945,Jacob.Patton@example.com,San Diego,USA,,,,Yes,Yes,Yes
191,672,$28.40,2022-09-14,Kane Huff,417-611-9319,Kane.Huff@example.com,Chicago,USA,,,,No,Yes,No
638,674,$30.12,2023-09-23,Mahir Cooper,829-570-7880,Mahir.Cooper@example.com,San Francisco,USA,,,,No,Yes,No
915,676,$7.51,2022-02-25,Oliwia Harvey,143-701-8741,Oliwia.Harvey@example.com,San Francisco,USA,,,,No,Yes,No
932,676,$70.99,2023-03-28,Oliwia Harvey,143-701-8741,Oliwia.Harvey@example.com,San Francisco,USA,,,,No,Yes,No
901,677,$5.07,2023-06-08,Kelvin Hendricks,767-726-4455,Kelvin.Hendricks@example.com,San Diego,USA,87,Coca-Cola,NO,Yes,No,No
773,680,$8.22,2024-03-01,Esha Zuniga,807-517-9078,Esha.Zuniga@example.com,Los Angeles,USA,,,,No,Yes,Yes
976,682,$32.26,2023-02-14,Laura Valdez,766-901-1157,Laura.Valdez@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
296,683,$10.00,2022-10-11,Irene Kim,946-883-2145,Irene.Kim@example.com,San Francisco,USA,,,,No,No,Yes
89,693,$51.23,2023-10-12,Jayden Dunlap,626-458-8110,Jayden.Dunlap@example.com,New York,USA,,,,Yes,No,Yes
48,694,$77.19,2022-11-26,Richard Pope,216-184-3684,Richard.Pope@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
84,697,$51.67,2023-09-25,Donald Horne,738-911-3567,Donald.Horne@example.com,San Francisco,USA,,,,Yes,No,Yes
970,705,$5.37,2023-08-11,Vincent Garrison,598-173-8153,Vincent.Garrison@example.com,Chicago,USA,,,,No,No,Yes
314,705,$47.41,2023-06-25,Vincent Garrison,598-173-8153,Vincent.Garrison@example.com,Chicago,USA,,,,No,No,Yes
916,706,$60.28,2023-05-22,Elisha Garza,313-206-2033,Elisha.Garza@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
871,706,$12.13,2022-02-13,Elisha Garza,313-206-2033,Elisha.Garza@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
660,708,$30.12,2022-11-09,Enzo Whitney,565-709-5636,Enzo.Whitney@example.com,Chicago,USA,,,,Yes,Yes,Yes
263,714,$19.32,2023-06-19,Isla Barber,860-505-2643,Isla.Barber@example.com,Toronto,Canada,,,,No,No,Yes
713,718,$63.51,2022-10-31,Esme Reeves,151-285-9583,Esme.Reeves@example.com,Chicago,USA,,,,No,Yes,No
820,719,$89.06,2022-03-04,Marnie White,267-434-1395,Marnie.White@example.com,San Francisco,USA,,,,Yes,No,No
526,720,$94.26,2023-12-24,Giovanni Duncan,679-161-6360,Giovanni.Duncan@example.com,New York,USA,,,,No,Yes,Yes
280,735,$21.88,2022-01-10,Shane Wheeler,315-892-7127,Shane.Wheeler@example.com,Los Angeles,USA,,,,Yes,No,Yes
571,737,$44.68,2022-01-13,Kiara Bell,614-291-6530,Kiara.Bell@example.com,San Francisco,USA,,,,Yes,No,Yes
986,737,$2.44,2022-11-19,Kiara Bell,614-291-6530,Kiara.Bell@example.com,San Francisco,USA,,,,Yes,No,Yes
244,738,$1.00,2023-12-03,Gertrude Mcgrath,364-150-1035,Gertrude.Mcgrath@example.com,Toronto,Canada,,,,Yes,No,Yes
915,743,$19.17,2022-07-15,Wendy Mcclure,830-402-9784,Wendy.Mcclure@example.com,San Diego,USA,,,,Yes,No,No
206,747,$2.79,2022-07-09,Tia Ali,507-663-5326,Tia.Ali@example.com,San Francisco,USA,102,Dove,NO,Yes,No,No
739,748,$28.43,2023-10-23,Montgomery Davila,267-999-7224,Montgomery.Davila@example.com,New York,USA,62,Kraft Cheese,NO,Yes,Yes,No
682,749,$40.33,2023-07-29,Tobias Beltran,598-751-1029,Tobias.Beltran@example.com,Chicago,USA,,,,No,Yes,Yes
1,749,$31.20,2023-09-29,Tobias Beltran,598-751-1029,Tobias.Beltran@example.com,Chicago,USA,,,,No,Yes,Yes
455,749,$28.53,2023-01-22,Tobias Beltran,598-751-1029,Tobias.Beltran@example.com,Chicago,USA,,,,No,Yes,Yes
397,753,$75.66,2023-03-26,Anais Ball,802-416-6545,Anais.Ball@example.com,San Diego,USA,103,Dove,YES,No,Yes,Yes
630,756,$94.64,2023-01-04,Herbie Huber,562-925-1087,Herbie.Huber@example.com,New York,USA,,,,Yes,No,Yes
289,756,$78.30,2022-11-11,Herbie Huber,562-925-1087,Herbie.Huber@example.com,New York,USA,,,,Yes,No,Yes
982,763,$41.16,2023-12-13,Huda Crane,243-321-6881,Huda.Crane@example.com,Toronto,Canada,,,,Yes,Yes,No
935,764,$4.45,2024-01-10,Cecily Escobar,840-532-1467,Cecily.Escobar@example.com,New York,USA,,,,No,Yes,No
783,764,$50.81,2024-04-14,Cecily Escobar,840-532-1467,Cecily.Escobar@example.com,New York,USA,,,,No,Yes,No
841,765,$39.20,2022-10-21,Amir Blackwell,291-386-7567,Amir.Blackwell@example.com,San Francisco,USA,,,,No,Yes,No
562,770,$79.95,2022-10-08,Jannat Landry,754-634-9309,Jannat.Landry@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
908,772,$48.43,2024-03-11,Rajan Dickson,372-775-6929,Rajan.Dickson@example.com,San Diego,USA,64,Pepsi,YES,Yes,No,No
573,773,$1.00,2023-11-17,Luqman Larson,100-329-7363,Luqman.Larson@example.com,San Francisco,USA,,,,Yes,No,Yes
631,773,$29.80,2023-06-21,Luqman Larson,100-329-7363,Luqman.Larson@example.com,San Francisco,USA,,,,Yes,No,Yes
659,778,$36.03,2023-06-01,Willow Buck,472-603-6198,Willow.Buck@example.com,San Francisco,USA,,,,Yes,Yes,Yes
59,791,$101.69,2024-03-21,Aoife Davidson,628-333-9139,Aoife.Davidson@example.com,London,United Kingdom,129,RedBull,YES,Yes,No,No
138,796,$68.32,2023-08-22,Robbie Hardy,950-716-3630,Robbie.Hardy@example.com,Chicago,USA,,,,Yes,No,No
66,796,$70.40,2023-05-29,Robbie Hardy,950-716-3630,Robbie.Hardy@example.com,Chicago,USA,,,,Yes,No,No
893,797,$40.52,2023-04-18,Lilian Strickland,925-438-1993,Lilian.Strickland@example.com,Toronto,Canada,,,,Yes,Yes,No
960,802,$29.23,2022-04-26,Eleni Maxwell,449-237-4755,Eleni.Maxwell@example.com,San Diego,USA,,,,Yes,No,No
964,803,$23.73,2024-02-25,Susan Fowler,305-117-8580,Susan.Fowler@example.com,San Diego,USA,,,,Yes,No,Yes
472,807,$4.26,2023-12-25,Polly Mendez,916-453-8696,Polly.Mendez@example.com,San Francisco,USA,,,,Yes,No,Yes
592,809,$55.38,2023-08-26,Abdullahi Carson,632-547-8327,Abdullahi.Carson@example.com,Toronto,Canada,,,,Yes,Yes,Yes
487,810,$22.60,2024-04-27,Syed Mooney,348-929-4959,Syed.Mooney@example.com,San Francisco,USA,,,,No,Yes,Yes
267,812,$35.92,2022-12-07,Saad Ali,185-189-3978,Saad.Ali@example.com,San Francisco,USA,67,Kraft Cheese,YES,No,No,Yes
833,813,$126.24,2022-06-05,Arthur Hebert,203-343-2956,Arthur.Hebert@example.com,New York,USA,,,,Yes,No,No
950,813,$52.80,2022-11-19,Arthur Hebert,203-343-2956,Arthur.Hebert@example.com,New York,USA,,,,Yes,No,No
979,815,$47.61,2022-05-01,Aurora Andrews,353-307-2005,Aurora.Andrews@example.com,San Diego,USA,,,,No,Yes,No
373,817,$6.98,2022-01-17,Renee Mullen,185-170-8307,Renee.Mullen@example.com,San Diego,USA,,,,Yes,Yes,No
806,825,$5.77,2023-03-27,Chiara Ho,279-331-5254,Chiara.Ho@example.com,Montreal,Canada,,,,No,No,Yes
1,825,$20.31,2023-09-13,Chiara Ho,279-331-5254,Chiara.Ho@example.com,Montreal,Canada,,,,No,No,Yes
625,825,$6.03,2023-12-20,Chiara Ho,279-331-5254,Chiara.Ho@example.com,Montreal,Canada,,,,No,No,Yes
710,827,$44.83,2024-01-21,Laurence Graves,609-435-5709,Laurence.Graves@example.com,Los Angeles,USA,,,,No,Yes,No
342,827,$45.99,2023-05-04,Laurence Graves,609-435-5709,Laurence.Graves@example.com,Los Angeles,USA,,,,No,Yes,No
966,827,$14.89,2022-07-28,Laurence Graves,609-435-5709,Laurence.Graves@example.com,Los Angeles,USA,,,,No,Yes,No
870,828,$3.60,2023-02-15,Nora Donaldson,414-618-5713,Nora.Donaldson@example.com,San Diego,USA,11,Colgate,YES,Yes,Yes,Yes
924,828,$36.36,2024-04-24,Nora Donaldson,414-618-5713,Nora.Donaldson@example.com,San Diego,USA,11,Colgate,YES,Yes,Yes,Yes
331,829,$13.73,2022-12-17,Ismaeel Schmidt,110-478-3409,Ismaeel.Schmidt@example.com,Los Angeles,USA,13,Pepsi,YES,No,No,Yes
331,829,$13.73,2022-12-17,Ismaeel Schmidt,110-478-3409,Ismaeel.Schmidt@example.com,Los Angeles,USA,119,Dove,YES,No,No,Yes
110,830,$12.70,2022-12-12,Adem Mccoy,885-779-4082,Adem.Mccoy@example.com,San Francisco,USA,,,,Yes,Yes,Yes
979,830,$45.17,2022-02-22,Adem Mccoy,885-779-4082,Adem.Mccoy@example.com,San Francisco,USA,,,,Yes,Yes,Yes
1,830,$8.68,2024-01-30,Adem Mccoy,885-779-4082,Adem.Mccoy@example.com,San Francisco,USA,,,,Yes,Yes,Yes
683,830,$51.35,2023-09-24,Adem Mccoy,885-779-4082,Adem.Mccoy@example.com,San Francisco,USA,,,,Yes,Yes,Yes
221,831,$1.59,2022-12-09,Angel Browning,768-205-1455,Angel.Browning@example.com,Los Angeles,USA,,,,No,Yes,No
758,835,$29.08,2023-05-31,Russell Carlson,635-758-7564,Russell.Carlson@example.com,San Francisco,USA,,,,Yes,Yes,No
242,836,$35.90,2022-10-28,Sasha Ponce,746-650-5343,Sasha.Ponce@example.com,New York,USA,,,,Yes,No,Yes
341,837,$1.00,2024-01-30,Izaak Welsh,280-473-9965,Izaak.Welsh@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
974,838,$7.29,2023-09-30,Aisha Sosa,964-448-9785,Aisha.Sosa@example.com,New York,USA,,,,No,No,Yes
342,838,$61.74,2023-10-27,Aisha Sosa,964-448-9785,Aisha.Sosa@example.com,New York,USA,,,,No,No,Yes
270,838,$41.36,2023-05-09,Aisha Sosa,964-448-9785,Aisha.Sosa@example.com,New York,USA,,,,No,No,Yes
127,842,$26.11,2023-03-28,Nancy Blair,434-174-7916,Nancy.Blair@example.com,Toronto,Canada,131,Gatorade,NO,No,Yes,Yes
938,844,$52.62,2022-07-29,Marnie Sheppard,576-261-4653,Marnie.Sheppard@example.com,Los Angeles,USA,,,,No,Yes,No
215,844,$10.54,2024-01-11,Marnie Sheppard,576-261-4653,Marnie.Sheppard@example.com,Los Angeles,USA,,,,No,Yes,No
678,846,$70.92,2022-11-30,John Mason,768-888-3211,John.Mason@example.com,San Diego,USA,,,,Yes,Yes,No
202,846,$72.79,2023-01-14,John Mason,768-888-3211,John.Mason@example.com,San Diego,USA,,,,Yes,Yes,No
279,848,$3.02,2022-09-18,Charis Bray,175-925-8526,Charis.Bray@example.com,Los Angeles,USA,,,,Yes,Yes,No
59,848,$73.76,2024-03-15,Charis Bray,175-925-8526,Charis.Bray@example.com,Los Angeles,USA,,,,Yes,Yes,No
646,848,$82.36,2023-12-06,Charis Bray,175-925-8526,Charis.Bray@example.com,Los Angeles,USA,,,,Yes,Yes,No
963,850,$1.00,2023-10-07,Taylor Woods,294-365-8364,Taylor.Woods@example.com,Chicago,USA,,,,Yes,Yes,Yes
82,850,$44.10,2023-07-15,Taylor Woods,294-365-8364,Taylor.Woods@example.com,Chicago,USA,,,,Yes,Yes,Yes
196,850,$16.16,2022-12-14,Taylor Woods,294-365-8364,Taylor.Woods@example.com,Chicago,USA,,,,Yes,Yes,Yes
279,852,$71.71,2022-07-27,Evelyn Cross,312-643-8868,Evelyn.Cross@example.com,San Francisco,USA,,,,No,No,Yes
223,856,$50.51,2023-02-21,Maisie Cunningham,389-110-9784,Maisie.Cunningham@example.com,Los Angeles,USA,,,,No,Yes,Yes
976,864,$33.41,2022-12-01,Asia Holloway,512-876-7834,Asia.Holloway@example.com,Los Angeles,USA,,,,No,Yes,No
868,865,$81.69,2023-07-02,Christina Blanchard,420-887-3636,Christina.Blanchard@example.com,New York,USA,,,,No,Yes,No
185,867,$44.37,2023-04-17,Ioan Harrington,803-120-2281,Ioan.Harrington@example.com,San Diego,USA,,,,No,No,Yes
922,869,$99.20,2024-01-27,Bibi Weaver,956-787-2725,Bibi.Weaver@example.com,Paris,France,,,,Yes,No,Yes
435,870,$85.26,2022-01-31,Stacey Manning,981-952-6391,Stacey.Manning@example.com,Los Angeles,USA,,,,Yes,No,No
379,874,$34.79,2024-03-15,Alasdair Mckinney,608-300-8331,Alasdair.Mckinney@example.com,Montreal,Canada,,,,Yes,Yes,No
231,874,$30.03,2023-07-22,Alasdair Mckinney,608-300-8331,Alasdair.Mckinney@example.com,Montreal,Canada,,,,Yes,Yes,No
738,874,$71.33,2023-08-02,Alasdair Mckinney,608-300-8331,Alasdair.Mckinney@example.com,Montreal,Canada,,,,Yes,Yes,No
973,877,$1.67,2023-04-01,Drew Orozco,531-709-2553,Drew.Orozco@example.com,San Diego,USA,,,,No,No,Yes
554,877,$33.99,2022-12-13,Drew Orozco,531-709-2553,Drew.Orozco@example.com,San Diego,USA,,,,No,No,Yes
163,879,$4.43,2023-02-27,Lucy Fuentes,427-948-5524,Lucy.Fuentes@example.com,New York,USA,,,,Yes,Yes,No
193,879,$18.28,2023-06-05,Lucy Fuentes,427-948-5524,Lucy.Fuentes@example.com,New York,USA,,,,Yes,Yes,No
696,879,$66.30,2023-09-25,Lucy Fuentes,427-948-5524,Lucy.Fuentes@example.com,New York,USA,,,,Yes,Yes,No
878,881,$9.88,2022-06-07,Kathleen Carter,210-798-9930,Kathleen.Carter@example.com,San Francisco,USA,,,,No,No,Yes
686,882,$14.93,2022-02-16,Josie Holt,745-483-6160,Josie.Holt@example.com,Los Angeles,USA,,,,No,Yes,No
441,882,$58.55,2023-03-22,Josie Holt,745-483-6160,Josie.Holt@example.com,Los Angeles,USA,,,,No,Yes,No
189,883,$24.84,2023-04-06,Daniela James,716-145-3987,Daniela.James@example.com,San Francisco,USA,69,Gatorade,YES,No,No,Yes
769,885,$15.39,2023-01-25,Omar Ashley,156-912-7263,Omar.Ashley@example.com,Los Angeles,USA,,,,No,No,Yes
674,885,$12.32,2022-10-10,Omar Ashley,156-912-7263,Omar.Ashley@example.com,Los Angeles,USA,,,,No,No,Yes
62,885,$9.12,2023-08-30,Omar Ashley,156-912-7263,Omar.Ashley@example.com,Los Angeles,USA,,,,No,No,Yes
682,888,$82.91,2024-04-29,Liana Baldwin,736-366-9050,Liana.Baldwin@example.com,San Diego,USA,130,Kraft Cheese,YES,Yes,No,No
735,888,$3.73,2022-07-29,Liana Baldwin,736-366-9050,Liana.Baldwin@example.com,San Diego,USA,130,Kraft Cheese,YES,Yes,No,No
912,888,$31.92,2022-09-09,Liana Baldwin,736-366-9050,Liana.Baldwin@example.com,San Diego,USA,130,Kraft Cheese,YES,Yes,No,No
376,888,$24.51,2023-06-02,Liana Baldwin,736-366-9050,Liana.Baldwin@example.com,San Diego,USA,130,Kraft Cheese,YES,Yes,No,No
516,890,$13.79,2022-03-18,Ahmad Landry,207-841-9893,Ahmad.Landry@example.com,Los Angeles,USA,,,,No,Yes,No
976,890,$25.21,2024-02-07,Ahmad Landry,207-841-9893,Ahmad.Landry@example.com,Los Angeles,USA,,,,No,Yes,No
712,892,$43.03,2023-10-14,Sydney Pratt,297-838-1084,Sydney.Pratt@example.com,Toronto,Canada,,,,No,Yes,Yes
111,895,$5.37,2023-10-04,Kamil Guzman,641-829-6099,Kamil.Guzman@example.com,San Francisco,USA,,,,No,Yes,Yes
965,896,$16.90,2023-09-28,Jordanne Juarez,376-601-8743,Jordanne.Juarez@example.com,San Francisco,USA,,,,No,No,Yes
68,899,$75.99,2024-03-04,Frankie Jenkins,301-409-5419,Frankie.Jenkins@example.com,San Francisco,USA,,,,No,Yes,No
2,899,$75.15,2024-04-15,Frankie Jenkins,301-409-5419,Frankie.Jenkins@example.com,San Francisco,USA,,,,No,Yes,No
686,901,$15.01,2023-08-01,Lily-May Horne,564-761-8451,Lily-May.Horne@example.com,Los Angeles,USA,,,,No,No,Yes
960,902,$16.46,2022-12-05,Mitchell Murray,939-709-6815,Mitchell.Murray@example.com,San Francisco,USA,60,Dove,YES,Yes,No,Yes
